NAME,LOCATION,PRICE,BHK,STATUS
Wadhwa Boulevard,Ghatkopar,650,3,Ready To Move
Dosti Eastern Bay,Wadala,479,3,Ready To Move
SKG Navgeeta Chs,Chembur,380,3,Ready To Move
sai samast chs,Deonar,325,3,Ready To Move
Raheja Acropolis,Deonar,300,3,Ready To Move
Amar Villa Heritage,Chembur,310,3,Ready To Move
GeeCee Proximus,Chembur,380,3,Ready To Move
Chembur Naka,Chembur,480,3,Ready To Move
Concrete Sai Sansar,Chembur,475,3,Ready To Move
Ashok Odyssey,Ghatkopar,210,3,Ready To Move
Samartha Aangan,Lokhandwala,450,3,Ready To Move
"On Request,",Vishveshwar,210,3,Ready To Move
Garden Estate CHS,Goregaon,560,3,Ready To Move
SD Alpine,Kandivali,350,3,Ready To Move
LOTUS LINK SQUARE,Mithchowki,350,3,Ready To Move
Hiranandani Brentwood,Hiranandani,450,3,Ready To Move
Nahar Yarrow Yucca Vinca,Powai,285,3,Ready To Move
happy homes,Bandra,450,3,Ready To Move
Jagat Vidya CHS,Kala,530,3,Ready To Move
Rustomjee Seasons,Bandra,603,3,Ready To Move
Rustomjee Seasons,Bandra,605,3,Ready To Move
Rustomjee Seasons,Bandra,610,3,Ready To Move
Kanakia Samarpan Exotica,Magathane,300,3,Ready To Move
Adani Western Heights,4,440,3,Ready To Move
Adani Western Heights,4,475,3,Ready To Move
Joy Legend,Khar,925,3,Ready To Move
Joy Legend,Khar,950,3,Ready To Move
chandavkar road,Borivali,325,3,Ready To Move
Piramal Mahalaxmi,Mahalaxmi,1040,3,Ready To Move
Kanakia Levels,Malad,395,3,Ready To Move
nahar amrit shakti,Nahar,342,3,Ready To Move
Prestige Jasdan Classic,Mahalaxmi,850,3,Ready To Move
Imperial Heights,Goregaon,375,3,Ready To Move
Imperial Heights,Goregaon,330,3,Ready To Move
Vijaya Building,Juhu,550,3,Ready To Move
Imperial Heights,Goregaon,350,3,Ready To Move
Kalpataru Radiance,Motilal,462,3,Ready To Move
Kalpataru Radiance,Goregaon,505,3,Ready To Move
Atul Blue Orbit,Malad,290,3,Ready To Move
Kanakia Silicon Valley,Powai,385,3,Ready To Move
Triumph Towers,Malad,320,3,Ready To Move
Sky City by Oberoi Realty,Borivali,450,3,Ready To Move
Sky City by Oberoi Realty,Borivali,460,3,Ready To Move
DB Woods,Goregaon,360,3,Ready To Move
DB Woods,Goregaon,535,3,Ready To Move
DB Woods,Gokuldham,530,3,Ready To Move
On Request,Bandra,750,3,Ready To Move
Lokhandwala Sapphire Heights,Lokhandwala,195,3,Ready To Move
Sky City by Oberoi Realty,Borivali,465,3,Ready To Move
Nahar 8 Towers,Powai,317,3,Ready To Move
Oberoi Splendor,Jogeshwari,488,3,Ready To Move
Sanghvi Heights,Wadala,259,3,Ready To Move
Dosti Eastern Bay,Wadala,387,3,Ready To Move
Dosti Eastern Bay,Wadala,387,3,Ready To Move
Nahars Amrit Shakti,Chandivali,322,3,Ready To Move
Kalpataru Estate,JVLR,425,3,Ready To Move
Godrej Urban Park,Chandivali,310,3,Ready To Move
Lodha New Cuffe Parade,Wadala,560,3,Ready To Move
Lodha New Cuffe Parade,Wadala,560,3,Ready To Move
Adonia Apartments,Hiranandani,900,3,Ready To Move
Runwal Bliss,Kanjurmarg,260,3,Ready To Move
Runwal Bliss,Kanjurmarg,269,3,Ready To Move
Adonia Apartments,Hiranandani,900,3,Ready To Move
Adonia Apartments,Hiranandani,850,3,Ready To Move
Kanakia Silicon Valley,Powai,408,3,Ready To Move
Hiranandani Eldora,Hiranandani,500,3,Ready To Move
Hiranandani Heritage,Hiranandani,510,3,Ready To Move
Hiranandani Lake Castle,Hiranandani,650,3,Ready To Move
Concrete Sai Sansar,Chembur,499,3,Ready To Move
Shapoorji Pallonji Astron,Kandivali,350,3,Ready To Move
Hemu Castle CHS,Vile,550,3,Ready To Move
Sky City by Oberoi Realty,Borivali,422,3,Ready To Move
Sky City by Oberoi Realty,Borivali,425,3,Ready To Move
chembur society,Sion,265,3,Ready To Move
Sai Sansar,Chembur,500,3,Ready To Move
On Request,Chembur,260,3,Ready To Move
On Request,Chembur,340,3,Ready To Move
Satyam,Deonar,351,3,Ready To Move
Satyam,Deonar,315,3,Ready To Move
Dosti Chs.,Wadala,315,3,Ready To Move
On Request,Chembur,340,3,Ready To Move
Omkar Alta Monte,Malad,425,3,Ready To Move
Omkar Alta Monte,Malad,540,3,Ready To Move
Omkar Alta Monte,Malad,450,3,Ready To Move
Omkar Alta Monte,Malad,525,3,Ready To Move
Omkar Alta Monte,Malad,475,3,Ready To Move
Omkar Signet,Malad,190,3,Ready To Move
Lodha Estrella,Wadala,388,3,Ready To Move
Rustomjee Summit,Rajendra,340,3,Ready To Move
Windermere CHS,Oshiwara,625,3,Ready To Move
Romell Orbis,Sher,245,3,Ready To Move
Kalpataru Radiance,Goregaon,400,3,Ready To Move
Kalpataru Radiance,Goregaon,488,3,Ready To Move
Kalpataru Radiance,Goregaon,390,3,Ready To Move
Kalpataru Radiance,Goregaon,440,3,Ready To Move
Lodha Fiorenza,Goregaon,403,3,Ready To Move
Lodha Fiorenza,Goregaon,515,3,Ready To Move
Lodha Fiorenza,Goregaon,565,3,Ready To Move
Lodha Fiorenza,Goregaon,515,3,Ready To Move
Kabra Metro One,Aram,525,3,Ready To Move
Lodha Gardenia,Wadala,480,3,Ready To Move
Lodha Altia,Wadala,490,3,Ready To Move
Lodha Estrella,Wadala,590,3,Ready To Move
Piramal Aranya,Byculla,685,3,Ready To Move
Piramal Aranya,Byculla,730,3,Ready To Move
Lodha New Cuffe Parade,Wadala,550,3,Ready To Move
Godrej Urban Park..,Chandivali,322,3,Ready To Move
Godrej Urban Park,Chandivali,320,3,Ready To Move
Kanakia Silicon Valley,Powai,370,3,Ready To Move
Kanakia Silicon Valley,Powai,375,3,Ready To Move
Runwal Bliss,Kanjurmarg,309,3,Ready To Move
Runwal Bliss,Kanjurmarg,309,3,Ready To Move
Runwal Bliss,Kanjurmarg,310,3,Ready To Move
Runwal Bliss,Kanjurmarg,315,3,Ready To Move
Atmosphere O2,Mulund,265,3,Ready To Move
Atmosphere O2,Mulund,260,3,Ready To Move
Heritage Solitaire,Chembur,647,3,Ready To Move
Lodha New Cuffe Parade,Wadala,559,3,Ready To Move
Lodha Evoq,Wadala,786,3,Ready To Move
Ayodhya Saffron Residency,Nehru,180,3,Ready To Move
The AHCL Homes,Shimpoli,299,3,Ready To Move
SD Alpine,Kandivali,320,3,Ready To Move
altezza.,Ghatkopar,354,3,Ready To Move
On request,Sector,270,3,Ready To Move
Oberoi Esquire,Goregaon,800,3,Ready To Move
Wadhwa Boulevard,Ghatkopar,400,3,Ready To Move
Rustomjee Summit,Rajendra,310,3,Ready To Move
Bombay Sahil Exotica,Chandivali,310,3,Ready To Move
VKG Park Estate,Chakala,375,3,Ready To Move
Ajmera Cosmic Heights,Wadala,280,3,Ready To Move
Platinum Life,DN,425,3,Ready To Move
Adani Western Heights,4,495,3,Ready To Move
DB Shagun Tower,Dindoshi,410,3,Ready To Move
Avirahi Heights,Jankalyan,220,3,Ready To Move
Birla Niyaara,Worli,1175,3,Under Construction
Luisa Apartment,Bandra,600,3,Ready To Move
Pearl Apartments,Andheri,320,3,Ready To Move
Spacious Apartment CHS,Bandra,600,3,Ready To Move
Gundecha Sunflower,Thakur,280,3,Ready To Move
Kamanwala Manavsthal,Malad,175,3,Ready To Move
Lake Homes,Powai,420,3,Ready To Move
Sunteck City Avenue 2,Goregaon,285,3,Ready To Move
dwadash housing society,Santacruz,525,3,Ready To Move
Devarshi Apartments,Bhandup,210,3,Ready To Move
Dosti Flamingos,Sewri,365,3,Ready To Move
Mahavir Arham Brindavan,Chembur,325,3,Ready To Move
Platinum Life,DN,330,3,Ready To Move
Omkar Alta Monte,Malad,450,3,Under Construction
Shree Niketan,Chowpatty,650,3,Ready To Move
Nahar Tulipia And Tilia Apartment,Chandivali,340,3,Ready To Move
Kanakia Silicon Valley,Powai,545,3,Ready To Move
Express Hill Queen Apartments,Pali,325,3,Ready To Move
Sainath Apartments,Mulund,210,3,Ready To Move
Platinum Tower,Sector,210,3,Ready To Move
usha villa,Santacruz,850,3,Ready To Move
Silver heights,Tambe,285,3,Ready To Move
Jashoda Bhuvan borivali east,Borivali,285,3,Ready To Move
Sagar Avenue 2,Vakola,300,3,Ready To Move
Sagar Avenue 2,Santacruz,300,3,Ready To Move
MM Spectra,Chembur,350,3,Ready To Move
Sumit Mitasu Enclave,Shimpoli,295,3,Ready To Move
Sumit Mitasu Enclave,Shimpoli,295,3,Ready To Move
Kamla RBI Sahayog,Borivali,260,3,Ready To Move
Silicon Park,Jankalyan,200,3,Ready To Move
Dosti Florentine,Wadala,300,3,Ready To Move
Godrej Urban Park,Chandivali,330,3,Under Construction
Raheja Interface Heights,Malad,395,3,Ready To Move
Samruddhi Building Ranade Road,Dadar,500,3,Ready To Move
Prath Om Shivam,Mulund,350,3,Ready To Move
Shree Swami Samartha Darshan,Dadar,520,3,Ready To Move
Usha Swapna,Seven,800,3,Ready To Move
Uppal Ganapati CHS,Samarth,260,3,Ready To Move
Same building as Suvasa show room,Linking,800,3,Ready To Move
Link Garden,Yamuna,320,3,Ready To Move
Jyoti Sadan,Mahim,300,3,Ready To Move
Leela Cliff CHS Ltd.,IC,300,3,Ready To Move
Kalina Meenakshi CHS,Kalina,380,3,Ready To Move
Sumit Mitasu Enclave,Shimpoli,300,3,Ready To Move
GHP Trinity,Powai,375,3,Under Construction
Vrindavan CHS,Chembur,261,3,Ready To Move
Agarwal Nimit Tower,Shankar,275,3,Ready To Move
Agarwal Nimit Tower,Shankar,280,3,Ready To Move
Avon Majesty,Magathane,300,3,Ready To Move
Mahesh Apartment,Gilbert,175,3,Ready To Move
Ruparel Palacio,Kandivali,275,3,Under Construction
Kolte Patil Jai Vijay,Vile,495,3,Ready To Move
Man Ghatkopar Avenue Aaradhya One Earth B,Ghatkopar,384,3,Ready To Move
Jain Society,Sion,652,3,Under Construction
Chandak Boulevard 15,Upper,270,3,Ready To Move
36 Babulnath,Babulnath,950,3,Under Construction
Samarth Srishti,Goregaon,350,3,Ready To Move
Horizon Jewel,Malad,240,3,Ready To Move
Silver Leaf CHS,Kandivali,310,3,Ready To Move
Neptune Living Point,Ganesh,210,3,Ready To Move
aspen garden,Shiv,300,3,Ready To Move
Shiv Darshan,Thakurdwar,241,3,Ready To Move
Lalani Grandeur,Goregaon,400,3,Ready To Move
Grace Residency,Bandra,450,3,Ready To Move
Lodha Primero,Mahalaxmi,610,3,Ready To Move
Savla Nivas,Vile,380,3,Under Construction
Sahajanand Arista,Goregaon,360,3,Ready To Move
Rustomjee Summit,Borivali,330,3,Ready To Move
Lodha New Cuffe Parade,Wadala,450,3,Ready To Move
Lodha New Cuffe Parade,Wadala,450,3,Ready To Move
Silicon Park,Jankalyan,200,3,Ready To Move
Orchid Tower,Kandivali,225,3,Ready To Move
Raj Legacy,HMPL,275,3,Ready To Move
octavious,Hiranandani,675,3,Ready To Move
Peninsula Salsette 27,Byculla,675,3,Ready To Move
Raj Umang 2 CHS,Maruti,265,3,Ready To Move
Ganga niwas,Jvpd,550,3,Ready To Move
Sunteck MAXXWorld,Naigaon,85,3,Ready To Move
Charkop Priyasangam CHSL,Charkop,195,3,Ready To Move
Gundecha Valley of Flowers,Thakur,295,3,Ready To Move
Chheda Heights,Sadan,250,3,Ready To Move
Northern Heights,Dahisar,321,3,Ready To Move
"Flat no 2104, shree vighneshwar heights, plot no 7",Versova,300,3,Ready To Move
Geetanjali chs,Kherwadi,285,3,Ready To Move
Anand Nagar Society,Gowalia,400,3,Ready To Move
Pali Carters,Khar,500,3,Ready To Move
Shree Mallinath Darshan,Jogeshwari,283,3,Ready To Move
Matoshree Pearl,VSNL,625,3,Ready To Move
Neminath Ocean View,SV,220,3,Ready To Move
Godrej Prime,Chembur,299,3,Ready To Move
Brightshine 71 Raintree,Dadar,675,3,Ready To Move
Raj Legacy,HMPL,275,3,Ready To Move
Rushabh Apartment,Malad,275,3,Ready To Move
Kambodhi CHS,Tilak,270,3,Ready To Move
Three View CHS,Prabhadevi,395,3,Ready To Move
Kanakia Silicon Valley,Powai,575,3,Ready To Move
Ashwin Apartments,Borivali,280,3,Ready To Move
Red Brick IBIS,Mahavir,370,3,Ready To Move
Lodha Bel Air,Jogeshwari,410,3,Ready To Move
Arista,Siddharth,350,3,Under Construction
Sunny Shanti Heights,Mulund,250,3,Ready To Move
utkarsh tower,Pandurang,235,3,Ready To Move
Royal Truck Building,Dadar,595,3,Ready To Move
Jyoti Sukriti,Goregaon,300,3,Ready To Move
Arkade Earth,Kanjurmarg,247,3,Ready To Move
Mandibhadra Silver Park,Mulund,266,3,Ready To Move
Patni Nathani Square,Mandvi,205,3,Ready To Move
Amardeep Anutham,Mulund,287,3,Ready To Move
Ashray Jaswanti Garden,Malad,350,3,Ready To Move
Oshiwara Mhada Complex,Andheri,425,3,Ready To Move
Mount Everest Apartment,Wadala,295,3,Ready To Move
Janardan Smruti CHS,Goregaon,333,3,Ready To Move
Deep Darshan CHS,Jay,255,3,Ready To Move
Marina enclave,Jankalyan,220,3,Ready To Move
Platinum Lif,DN,340,3,Ready To Move
Kabra Udayraj,Goregaon,350,3,Ready To Move
Platinum Life,DN,345,3,Ready To Move
Lashkaria Green Height,Adarsh,295,3,Ready To Move
Oberoi Exquisite,Aarey,636,3,Ready To Move
Rustomjee Summit,Rajendra,310,3,Ready To Move
Zarina CO-OP Housing Society,Bandra,320,3,Ready To Move
Kushal Apartment,Vile,340,3,Ready To Move
Cosmic Heights,Wadala,325,3,Ready To Move
Lokhandwala Octacrest,Lokhandwala,360,3,Ready To Move
Lokhandwala Sapphire Heights,Lokhandwala,250,3,Ready To Move
Dheeraj Insignia,Kalina,430,3,Ready To Move
Saraswati Building,Mhada,200,3,Ready To Move
Vasant Oscar Apartment,Mulund,290,3,Ready To Move
F Residences Ghatkopar,Ghatkopar,410,3,Ready To Move
Lodha Aqua,Dahisar,185,3,Ready To Move
Royal Palms Estate,Goregaon,150,3,Ready To Move
Csango House,Mahim,490,3,Ready To Move
Integrated Kamal,Mulund,175,3,Ready To Move
L and T Crescent Bay,Parel,775,3,Ready To Move
INTEGRATED KAMAL,Hira,175,3,Ready To Move
Choice Ambe Bhavan,Ghatkopar,360,3,Ready To Move
Gardenia Aster,Kandivali,315,3,Ready To Move
Siroya Shankardeep,Santacruz,425,3,Ready To Move
Romell Diva,Malad,300,3,Ready To Move
Aaditya elegance,Mahalaxmi,550,3,Ready To Move
Joy Sapphire,Vallabh,1500,3,Ready To Move
garden court,Lokmanya,525,3,Ready To Move
Runwal Greens,Mulund,340,3,Ready To Move
Ajmera Beverly Hills and Royal Empire,Shastri,500,3,Ready To Move
DAFFODIL TOWER,Pawan,261,3,Ready To Move
Sangeeta Enclave,Hira,300,3,Ready To Move
nahars amrit shakti,Nahar,370,3,Ready To Move
Runwal Heights,Nirmal,285,3,Ready To Move
Joy Legend,Khar,950,3,Ready To Move
Runwal Anthurium,Mulund,450,3,Ready To Move
negotiable,Mulund,450,3,Ready To Move
Galaxy Royale,Teen,250,3,Ready To Move
shiv om,Khar,425,3,Ready To Move
Mistry Complex,JB,350,3,Ready To Move
Sursha Towers,Sarvodaya,240,3,Ready To Move
DSK Madhuban,Sakinaka,215,3,Ready To Move
Ruby Isle,Royal,135,3,Ready To Move
Nityanand Bagh Society,Chembur,180,3,Ready To Move
Satuma Sai Palace,LIC,400,3,Ready To Move
Shapoorji Pallonji Vicinia,Tunga,610,3,Ready To Move
trimurti,Dadar,750,3,Ready To Move
Shroff Building No. 2,Prabhadevi,335,3,Ready To Move
Bholenath Zen Apartments,Chembur,390,3,Ready To Move
Chandak Nishchay,Dahisar,199,3,Ready To Move
Kshitij Apartments,Bhandup,192,3,Ready To Move
Tokyo House,Azad,200,3,Ready To Move
Bandra Sharan Cooperative Society,Linking,659,3,Ready To Move
Mangledeep Chs,Mulund,200,3,Ready To Move
Eternia by Oberoi Realty,Mulund,350,3,Ready To Move
Gurukrupa Satyam,Vikhroli,165,3,Ready To Move
Daffodil Apartment,Chembur,330,3,Ready To Move
L and T Crescent Bay,Parel,540,3,Ready To Move
Hill Crest,Borivali,275,3,Ready To Move
Michigan Commerce Utkarsh,Goregaon,250,3,Ready To Move
Tridhaatu Akshar Mahol,Matunga,550,3,Ready To Move
Patanwala Mahal,Byculla,290,3,Ready To Move
paradise santacruz,Santacruz,750,3,Ready To Move
"Shree Adinath Tower ""A""",Nensey,275,3,Ready To Move
residency chs,Swami,1000,3,Ready To Move
Dhoot Jaygun Sagar,Ghatkopar,340,3,Ready To Move
poseidon,Versova,450,3,Ready To Move
gujariya manzil,Madanpura,180,3,Ready To Move
Rustomjee Summit,Rajendra,390,3,Ready To Move
Jai Gun Sagar,Ghatkopar,340,3,Ready To Move
New Shantibana,St,325,3,Ready To Move
Kamla Millennium Court,Andheri,425,3,Ready To Move
The Park Residences,Oshiwara,550,3,Ready To Move
Andaz society,Juhu,250,3,Ready To Move
Shirin Tower Apartment,Vile,575,3,Ready To Move
Bhagtani Pearl One,Santacruz,540,3,Ready To Move
Om Misquitta Nagar CHS,Dahisar,235,3,Ready To Move
Shubham Dharmaji Thakur Park CHS,Eksar,220,3,Ready To Move
Lodha Grandeur,Prabhadevi,625,3,Ready To Move
Amarnath Towers,Seven,600,3,Ready To Move
"PrimRose Tower, Swarup Co Op Hsg Soc",Veera,289,3,Ready To Move
NG Complex,Marol,175,3,Ready To Move
Patel Shelton,Vakola,400,3,Ready To Move
Munshi Apartment,Ashok,270,3,Ready To Move
Chaurang Sunshine,Govandi,375,3,Ready To Move
Mazgaon,Mazgaon,378,3,Ready To Move
Mazgaon,Mazgaon,388,3,Ready To Move
DB Woods,Goregaon,600,3,Ready To Move
Satnam Apartment,Cuffe,600,3,Ready To Move
Sethia Grandeur,Teachers,494,3,Ready To Move
Neha CHSL,Malad,200,3,Ready To Move
DLH LEGACY,Vile,725,3,Ready To Move
L and T Crescent Bay,Bhoiwada,500,3,Ready To Move
Dosti Venus,Antop,210,3,Ready To Move
Lodha Venezia,Lal,575,3,Ready To Move
Oberoi Eternia,Mulund,280,3,Under Construction
Powai Park Apartment,Hiranandani,250,3,Ready To Move
Lodha Primo,Parel,625,3,Under Construction
Lodha Grandeur,Prabhadevi,450,3,Ready To Move
Runwal Anthurium Gemini,LBS,485,3,Ready To Move
Bombay Sahil Exotica,Chandivali,315,3,Ready To Move
Godrej Prime,Chembur,280,3,Ready To Move
Hiranandani Glen Croft,Hiranandani,480,3,Ready To Move
G Rashmi Classic,Vasai,55,3,Ready To Move
DCPL Vishwadeep Heights,Mahavir,301,3,Ready To Move
NL Aryavarta,Dahisar,280,3,Ready To Move
Dhaval Sunrise Charkop,Charkop,325,3,Ready To Move
Madhuvann Apartment,Andheri,290,3,Ready To Move
Doordarshan Society,Gokuldham,250,3,Ready To Move
Shreeji La Paradise,Borivali,275,3,Ready To Move
Bhoomi Arkade,Ashok,285,3,Ready To Move
Sheth Irene,Malad,285,3,Under Construction
Arihant Darshan,Thakur,205,3,Ready To Move
Wadhwa Vasu Kamal,Powai,300,3,Ready To Move
Sai Krupa Society,Babhai,300,3,Under Construction
Raja 10 Central Avenue,Santacruz,501,3,Ready To Move
Hiranandani Garden Eden 3,Hiranandani,400,3,Ready To Move
Shivam Co op Housing Society,Bhandup,290,3,Ready To Move
Shraddha Apartment,Tilak,250,3,Ready To Move
Mahalaxmi Apartment,Ghatkopar,335,3,Ready To Move
Mahalaxmi Apartment Camalane,Jivdaya,335,3,Ready To Move
"Rainbow Heights,",Prathna,455,3,Ready To Move
AO f Residences,Malad,290,3,Ready To Move
Neelam Nagar Phase1,Mulund,195,3,Ready To Move
Geetanjali,Kherwadi,425,3,Ready To Move
Shreenath Niwas,Railway,650,3,Ready To Move
Teenmurty Summit,Borivali,250,3,Ready To Move
Park Royale,Marol,305,3,Ready To Move
Shree Ostwal Tower,Borivali,312,3,Ready To Move
Poonam Nagar,Andheri,190,3,Ready To Move
Beas CHS,Bandra,560,3,Under Construction
Ishwardas Bhuvan CHS,Aarya,175,3,Ready To Move
Godrej Central,Chembur,325,3,Ready To Move
Arkade Earth,Kanjurmarg,235,3,Ready To Move
Swastik Society,Juhu,650,3,Ready To Move
Sanjog Heritage,Borivali,192,3,Ready To Move
santacruz,near,350,3,Ready To Move
Jvpd Scheme,Juhu,500,3,Ready To Move
GM Krushal Towers,Ghatkopar,525,3,Ready To Move
Veena Crest,SV,320,3,Ready To Move
Kunti Park CHS,Marol,285,3,Ready To Move
Wadhwa Vista,Ghatkopar,775,3,Ready To Move
Man Aaradhya One,Chembur,387,3,Ready To Move
Atmosphere Blanca,Mulund,227,3,Ready To Move
Om Palace,Pali,450,3,Ready To Move
Geetanjali Apartment,Ghatkopar,260,3,Ready To Move
"Vidya apartments, Chowpatty",Walkeshwar,1400,3,Ready To Move
Padmavati Trikutta Towers,Powai,170,3,Ready To Move
vidasar bhawan,Bhuleshwar,550,3,Ready To Move
harbour crest building,Mazgaon,425,3,Ready To Move
SD Alpine,Kandivali,375,3,Ready To Move
Auris Serenity,Kanchpada,500,3,Under Construction
Gangav,Ghatkopar,315,3,Ready To Move
Ashwa Platinum,Mulund,225,3,Ready To Move
Naman Habitat,Andheri,380,3,Under Construction
DSK Madhuban,Sakinaka,245,3,Ready To Move
"Arth My Divine CHS, Chembur",Chembur,220,3,Ready To Move
Ruchi Apartment,Borivali,285,3,Ready To Move
Park Side III Borivali East,Kulupwadi,400,3,Ready To Move
Aster Tower,Goregaon,275,3,Ready To Move
KL Inayaa,Vile,700,3,Ready To Move
Milan Albela CHS,Shree,425,3,Ready To Move
Shantivan CHS,Juhu,575,3,Ready To Move
metropolis co hsg society,Andheri,350,3,Ready To Move
Godrej Central,Chembur,320,3,Ready To Move
Mahalxmi Tower,Andheri,320,3,Ready To Move
Jaycee Bhagtani Krishaang,Versova,625,3,Ready To Move
Mavani Geetanjali,Ghatkopar,280,3,Ready To Move
Jewel Crest,Matunga,500,3,Under Construction
Pooja Coop Housing Society,Eksar,215,3,Ready To Move
Sai Mangal Murti,Kandivali,250,3,Ready To Move
Atul Blue Meadows,Jogeshwari,265,3,Ready To Move
GRS Imperia,Tardeo,650,3,Ready To Move
Tulsi Meadows,Chembur,550,3,Ready To Move
Siddha Seabrook,Kandivali,310,3,Ready To Move
milton house,Marine,350,3,Ready To Move
Kingston Palace,Malad,325,3,Ready To Move
Kapasi Cottage CHS,Bandra,290,3,Ready To Move
Dinesh Mahal Apartment,Matunga,500,3,Ready To Move
"Sagar Tarang, Breach Candy",Tardeo,675,3,Ready To Move
Raval Tower,Shastri,520,3,Ready To Move
Sahajanand Pramukh Heights,Andheri,300,3,Ready To Move
N Rose Heaven Plaza,Dahisar,225,3,Ready To Move
Northern Heights,Dahisar,285,3,Ready To Move
Mittal Aristo,Parel,460,3,Ready To Move
Bella Vista,Chembur,300,3,Ready To Move
Suprabhat Housing Society,Bhandup,330,3,Under Construction
Xyz,Tambe,320,3,Ready To Move
Kingston Tower,Chincholi,275,3,Ready To Move
"Bhagwan Bhuvan Building,",Marine,350,3,Ready To Move
madhuvan c1 tower,Andheri,290,3,Ready To Move
Man Aaradhya One,Chembur,382,3,Ready To Move
